"size: 32, colorspace: RGB",0.910472972973
"size: 32, colorspace: HLS",0.910472972973
"size: 32, colorspace: HSV",0.913851351351
"size: 8, colorspace: LUV",0.894707207207
"size: 16, colorspace: HSV",0.925112612613
"size: 32, colorspace: LUV",0.909065315315
"size: 16, colorspace: LUV",0.930743243243
"size: 64, colorspace: HSV",0.903434684685
"size: 64, colorspace: LUV",0.904842342342
"size: 8, colorspace: HSV",0.898367117117
"size: 8, colorspace: RGB",0.888795045045
"size: 16, colorspace: HLS",0.92454954955
"size: 64, colorspace: RGB",0.90990990991
"size: 32, colorspace: YCrCb",0.911036036036
"size: 32, colorspace: YUV",0.920608108108
"size: 16, colorspace: YCrCb",0.906531531532
"size: 64, colorspace: YCrCb",0.907939189189
"size: 64, colorspace: YUV",0.906813063063
"size: 8, colorspace: HLS",0.903153153153
"size: 8, colorspace: YUV",0.898085585586
"size: 16, colorspace: YUV",0.92652027027
"size: 16, colorspace: RGB",0.920045045045
"size: 8, colorspace: YCrCb",0.901745495495
"size: 64, colorspace: HLS",0.905968468468
